,date,symbol,open,high,low,close,adj_close,volume
0,2024-01-02,goog,139.60000610351562,140.61500549316406,137.74000549316406,139.55999755859375,139.4013671875,20071900
1,2024-01-03,goog,138.60000610351562,141.08999633789062,138.42999267578125,140.36000061035156,140.20045471191406,18974300
2,2024-01-04,goog,139.85000610351562,140.63499450683594,138.00999450683594,138.0399932861328,137.88308715820312,18253300
3,2024-01-05,goog,138.3520050048828,138.80999755859375,136.85000610351562,137.38999938964844,137.2338409423828,15433200
4,2024-01-08,goog,138.0,140.63999938964844,137.8800048828125,140.52999877929688,140.37026977539062,17645300
5,2024-01-09,goog,140.05999755859375,142.8000030517578,139.7899932861328,142.55999755859375,142.39794921875,19579700
6,2024-01-10,goog,142.52000427246094,144.52499389648438,142.4600067138672,143.8000030517578,143.6365509033203,16641900
7,2024-01-11,goog,144.89500427246094,146.66000366210938,142.21499633789062,143.6699981689453,143.50669860839844,17471100
8,2024-01-12,goog,144.33999633789062,144.74000549316406,143.36000061035156,144.24000549316406,144.0760498046875,13995200
9,2024-01-16,goog,143.42999267578125,145.83999633789062,143.05599975585938,144.0800018310547,143.91622924804688,19198900
10,2024-01-17,goog,142.91000366210938,143.41000366210938,140.50999450683594,142.88999938964844,142.7275848388672,17884500
11,2024-01-18,goog,143.44000244140625,145.5850067138672,143.35000610351562,144.99000549316406,144.8251953125,18876800
12,2024-01-19,goog,146.30499267578125,148.0399932861328,145.8000030517578,147.97000122070312,147.8018035888672,27170900
13,2024-01-22,goog,148.7100067138672,150.01499938964844,147.5800018310547,147.7100067138672,147.5421142578125,21829200
14,2024-01-23,goog,147.72000122070312,148.86000061035156,147.19000244140625,148.67999267578125,148.51100158691406,14113600
15,2024-01-24,goog,150.2899932861328,151.57000732421875,149.83999633789062,150.35000610351562,150.17910766601562,19245000
16,2024-01-25,goog,151.74000549316406,154.75999450683594,151.22000122070312,153.63999938964844,153.46536254882812,21495100
17,2024-01-26,goog,152.8699951171875,154.11000061035156,152.8000030517578,153.7899932861328,153.6151885986328,19494500
18,2024-01-29,goog,153.63999938964844,155.1999969482422,152.9199981689453,154.83999633789062,154.66400146484375,20909300
19,2024-01-30,goog,154.00999450683594,155.0399932861328,152.77499389648438,153.0500030517578,152.87603759765625,26578900
20,2024-01-31,goog,145.38999938964844,145.58999633789062,141.5500030517578,141.8000030517578,141.63882446289062,43908600
21,2024-02-01,goog,143.69000244140625,144.6199951171875,142.25999450683594,142.7100067138672,142.54779052734375,25526900
22,2024-02-02,goog,140.88999938964844,143.8800048828125,138.1699981689453,143.5399932861328,143.3768310546875,42116900
23,2024-02-05,goog,144.0399932861328,146.6699981689453,143.91000366210938,144.92999267578125,144.7652587890625,29254400
24,2024-02-06,goog,145.9600067138672,146.74000549316406,144.52000427246094,145.41000366210938,145.24472045898438,21517700
25,2024-02-07,goog,146.1199951171875,147.0,145.2100067138672,146.67999267578125,146.5132598876953,21436100
26,2024-02-08,goog,146.97000122070312,147.61000061035156,146.4199981689453,147.22000122070312,147.0526580810547,18241300
27,2024-02-09,goog,147.9499969482422,150.69500732421875,147.42999267578125,150.22000122070312,150.04925537109375,21877700
28,2024-02-12,goog,149.5399932861328,150.58999633789062,148.55999755859375,148.72999572753906,148.56094360351562,17236100
29,2024-02-13,goog,146.07000732421875,148.0399932861328,145.11000061035156,146.3699951171875,146.20362854003906,18138500
30,2024-02-14,goog,147.3699951171875,147.8300018310547,145.55499267578125,147.13999938964844,146.97274780273438,16651800
31,2024-02-15,goog,144.4600067138672,144.75999450683594,141.8800048828125,143.94000244140625,143.77639770507812,26724300
32,2024-02-16,goog,144.2100067138672,144.47999572753906,141.52000427246094,141.75999450683594,141.59886169433594,21849700
33,2024-02-20,goog,140.94000244140625,143.32899475097656,140.8000030517578,142.1999969482422,142.03836059570312,18625600
34,2024-02-21,goog,142.63999938964844,143.97999572753906,141.91000366210938,143.83999633789062,143.67649841308594,16499600
35,2024-02-22,goog,146.1199951171875,146.1999969482422,144.00999450683594,145.32000732421875,145.1548309326172,23024700
36,2024-02-23,goog,144.97000122070312,145.9550018310547,144.7899932861328,145.2899932861328,145.12484741210938,14519400
37,2024-02-26,goog,143.4499969482422,143.83999633789062,138.74000549316406,138.75,138.59228515625,33513000
38,2024-02-27,goog,139.41000366210938,140.49000549316406,138.5,140.10000610351562,139.94076538085938,22364000
39,2024-02-28,goog,139.10000610351562,139.27999877929688,136.63999938964844,137.42999267578125,137.27378845214844,30628700
40,2024-02-29,goog,138.35000610351562,139.9499969482422,137.57000732421875,139.77999877929688,139.62110900878906,35485000
41,2024-03-01,goog,139.61000061035156,140.0,137.97500610351562,138.0800018310547,137.9230499267578,28522000
42,2024-03-04,goog,136.5399932861328,136.6300048828125,132.86000061035156,134.1999969482422,134.04745483398438,43571500
43,2024-03-05,goog,132.74000549316406,134.02000427246094,131.5500030517578,133.77999877929688,133.6279296875,28447600
44,2024-03-06,goog,134.24000549316406,134.74000549316406,131.9499969482422,132.55999755859375,132.40931701660156,23175200
45,2024-03-07,goog,133.88999938964844,135.82000732421875,132.66000366210938,135.24000549316406,135.08628845214844,24107300
46,2024-03-08,goog,135.03500366210938,138.98500061035156,134.8000030517578,136.2899932861328,136.13507080078125,26472400
47,2024-03-11,goog,137.07000732421875,139.97999572753906,137.07000732421875,138.94000244140625,138.78207397460938,22536400
48,2024-03-12,goog,138.25,140.27999877929688,138.2100067138672,139.6199951171875,139.46128845214844,19019700
49,2024-03-13,goog,140.05999755859375,142.19000244140625,140.00999450683594,140.77000427246094,140.61000061035156,19637000
50,2024-03-14,goog,142.3000030517578,144.72999572753906,141.48500061035156,144.33999633789062,144.17593383789062,36117900
51,2024-03-15,goog,143.41000366210938,144.33999633789062,141.1300048828125,142.1699981689453,142.00839233398438,41025900
52,2024-03-18,goog,149.3699951171875,152.92999267578125,148.13999938964844,148.47999572753906,148.31121826171875,47676700
53,2024-03-19,goog,148.97999572753906,149.6199951171875,147.00999450683594,147.9199981689453,147.75186157226562,17748400
54,2024-03-20,goog,148.7899932861328,149.75999450683594,147.6649932861328,149.67999267578125,149.50985717773438,17730000
55,2024-03-21,goog,150.32000732421875,151.30499267578125,148.00999450683594,148.74000549316406,148.57093811035156,19843900
56,2024-03-22,goog,150.24000549316406,152.55999755859375,150.08999633789062,151.77000427246094,151.5974884033203,19226300
57,2024-03-25,goog,150.9499969482422,151.45599365234375,148.8000030517578,151.14999389648438,150.9781951904297,15114700
58,2024-03-26,goog,151.24000549316406,153.1999969482422,151.02999877929688,151.6999969482422,151.52757263183594,19312700
59,2024-03-27,goog,152.14500427246094,152.69000244140625,150.1300048828125,151.94000244140625,151.76730346679688,16622000
60,2024-03-28,goog,152.0,152.6699981689453,151.3300018310547,152.25999450683594,152.08692932128906,21105600
61,2024-04-01,goog,151.8300018310547,157.0,151.64999389648438,156.5,156.32211303710938,24469800
62,2024-04-02,goog,154.75,155.99000549316406,153.4600067138672,155.8699951171875,155.6928253173828,17598100
63,2024-04-03,goog,154.9199981689453,156.5500030517578,154.1320037841797,156.3699951171875,156.1922607421875,17266200
64,2024-04-04,goog,155.0800018310547,156.17999267578125,151.8800048828125,151.94000244140625,151.76730346679688,24184800
65,2024-04-05,goog,151.67999267578125,154.83999633789062,151.08099365234375,153.94000244140625,153.76502990722656,16289800
66,2024-04-08,goog,154.01499938964844,156.65499877929688,153.99000549316406,156.13999938964844,155.9625244140625,16641500
67,2024-04-09,goog,157.35000610351562,159.88999938964844,156.63999938964844,158.13999938964844,157.9602508544922,21538100
68,2024-04-10,goog,157.8800048828125,158.16000366210938,156.1999969482422,157.66000366210938,157.48080444335938,16339200
69,2024-04-11,goog,158.33999633789062,161.1199951171875,157.92999267578125,160.7899932861328,160.6072235107422,17841700
70,2024-04-12,goog,159.40499877929688,161.6999969482422,158.60000610351562,159.19000244140625,159.00906372070312,16968200
71,2024-04-15,goog,160.27999877929688,160.8300018310547,156.14999389648438,156.3300018310547,156.15231323242188,21140900
72,2024-04-16,goog,155.63999938964844,157.22999572753906,155.0500030517578,156.0,155.8226776123047,15413200
73,2024-04-17,goog,157.19000244140625,158.68099975585938,156.13499450683594,156.8800048828125,156.70169067382812,16237800
74,2024-04-18,goog,156.9250030517578,158.48500061035156,156.2100067138672,157.4600067138672,157.28102111816406,14016100
75,2024-04-19,goog,157.75,157.99000549316406,153.91000366210938,155.72000122070312,155.54299926757812,20063900
76,2024-04-22,goog,156.00999450683594,159.18499755859375,155.66000366210938,157.9499969482422,157.7704620361328,17243900
77,2024-04-23,goog,158.58999633789062,160.47999572753906,157.96499633789062,159.9199981689453,159.73822021484375,16115400
78,2024-04-24,goog,159.08999633789062,161.38999938964844,158.82000732421875,161.10000610351562,160.91688537597656,19485700
79,2024-04-25,goog,153.36000061035156,158.27999877929688,152.76800537109375,157.9499969482422,157.7704620361328,36197800
80,2024-04-26,goog,175.99000549316406,176.4199981689453,171.39999389648438,173.69000244140625,173.49256896972656,56500800
81,2024-04-29,goog,170.77000427246094,171.3800048828125,167.05999755859375,167.89999389648438,167.7091522216797,35914600
82,2024-04-30,goog,167.3800048828125,169.8699951171875,164.5,164.63999938964844,164.45286560058594,29420800
83,2024-05-01,goog,166.17999267578125,168.80999755859375,164.89999389648438,165.57000732421875,165.38180541992188,25223200
84,2024-05-02,goog,166.6699981689453,168.52999877929688,165.69000244140625,168.4600067138672,168.26852416992188,17041100
85,2024-05-03,goog,169.5399932861328,169.85000610351562,164.97999572753906,168.99000549316406,168.7979278564453,22767100
86,2024-05-06,goog,169.22000122070312,169.89999389648438,167.88999938964844,169.8300018310547,169.636962890625,15147900
87,2024-05-07,goog,170.1199951171875,173.47000122070312,170.0,172.97999572753906,172.7833709716797,21102400
88,2024-05-08,goog,170.75,171.90899658203125,170.52200317382812,171.16000366210938,170.9654541015625,14569900
89,2024-05-09,goog,171.14999389648438,172.44000244140625,169.92999267578125,171.5800018310547,171.38497924804688,11937700
90,2024-05-10,goog,169.69000244140625,171.33999633789062,167.91000366210938,170.2899932861328,170.096435546875,18740500
91,2024-05-13,goog,165.8470001220703,170.9499969482422,165.75999450683594,170.89999389648438,170.7057342529297,19648600
92,2024-05-14,goog,171.58999633789062,172.77999877929688,170.4199981689453,171.92999267578125,171.7345733642578,18729500
93,2024-05-15,goog,172.3000030517578,174.04600524902344,172.02999877929688,173.8800048828125,173.68235778808594,20958200
94,2024-05-16,goog,174.60000610351562,176.33999633789062,174.0500030517578,175.42999267578125,175.2305908203125,17247300
95,2024-05-17,goog,175.5500030517578,177.4949951171875,174.97999572753906,177.2899932861328,177.08847045898438,16546400
96,2024-05-20,goog,177.30999755859375,179.9499969482422,177.22500610351562,178.4600067138672,178.2571563720703,17495100
97,2024-05-21,goog,178.39999389648438,179.82000732421875,177.30999755859375,179.5399932861328,179.33592224121094,14706000
98,2024-05-22,goog,178.39999389648438,178.8520050048828,176.77999877929688,178.0,177.79766845703125,16189400
99,2024-05-23,goog,178.77999877929688,179.91000366210938,174.5399932861328,175.05999755859375,174.8610076904297,14928400
100,2024-05-24,goog,176.52000427246094,177.3040008544922,175.1999969482422,176.3300018310547,176.12957763671875,11400600
101,2024-05-28,goog,175.74000549316406,178.50999450683594,175.67999267578125,178.02000427246094,177.81765747070312,15655300
102,2024-05-29,goog,176.80999755859375,178.22999572753906,176.25999450683594,177.39999389648438,177.19834899902344,15023800
103,2024-05-30,goog,176.69000244140625,176.69000244140625,173.22999572753906,173.55999755859375,173.3627166748047,18844000
104,2024-05-31,goog,173.39999389648438,174.4199981689453,170.97000122070312,173.9600067138672,173.76226806640625,28085200
105,2024-06-03,goog,173.8800048828125,175.86000061035156,172.4499969482422,174.4199981689453,174.22174072265625,20742800
106,2024-06-04,goog,174.4499969482422,175.19000244140625,173.22000122070312,175.1300048828125,174.93093872070312,14066600
107,2024-06-05,goog,176.53500366210938,177.97000122070312,175.2899932861328,177.07000732421875,176.86874389648438,15233900
108,2024-06-06,goog,177.42999267578125,178.7100067138672,177.2100067138672,178.35000610351562,178.14727783203125,14255800
109,2024-06-07,goog,178.4600067138672,179.4199981689453,175.7899932861328,175.9499969482422,175.75,14716300
110,2024-06-10,goog,176.4499969482422,178.47000122070312,174.3800048828125,176.6300048828125,176.6300048828125,17122200
111,2024-06-11,goog,177.72000122070312,178.38999938964844,175.44000244140625,178.19000244140625,178.19000244140625,14402400
112,2024-06-12,goog,179.75,182.0800018310547,177.77999877929688,179.55999755859375,179.55999755859375,18600400
113,2024-06-13,goog,177.83999633789062,178.50999450683594,176.66000366210938,176.74000549316406,176.74000549316406,15956900
114,2024-06-14,goog,175.8520050048828,178.72999572753906,175.8520050048828,178.3699951171875,178.3699951171875,12361600
115,2024-06-17,goog,176.97999572753906,179.9199981689453,176.49000549316406,178.77999877929688,178.77999877929688,15272900
116,2024-06-18,goog,178.7899932861328,178.91000366210938,175.6199951171875,176.4499969482422,176.4499969482422,15640300
117,2024-06-20,goog,176.7100067138672,178.74000549316406,176.4600067138672,177.7100067138672,177.7100067138672,16753200
118,2024-06-21,goog,178.49000549316406,182.51199340820312,178.05999755859375,180.25999450683594,180.25999450683594,59728000
119,2024-06-24,goog,181.27999877929688,182.0800018310547,180.22999572753906,180.7899932861328,180.7899932861328,18198300
120,2024-06-25,goog,181.14500427246094,185.75,181.10499572753906,185.5800018310547,185.5800018310547,18917700
121,2024-06-26,goog,184.1999969482422,185.92999267578125,183.99000549316406,185.3699951171875,185.3699951171875,13375700
122,2024-06-27,goog,185.64500427246094,187.5,185.4499969482422,186.86000061035156,186.86000061035156,13025700
123,2024-06-28,goog,185.72000122070312,186.5800018310547,183.3249969482422,183.4199981689453,183.4199981689453,23032400
